Entry, Tail, Size, Date,Resolution,Height,Width,Depth
EMD-21611,emd_21611_half_map_1.map.gz,548623511,2020-08-10,6.3,600.0,600.0,600.0
EMD-21611,emd_21611_half_map_2.map.gz,548621515,2020-08-10,6.3,600.0,600.0,600.0
EMD-21612,emd_21612_half_map_1.map.gz,163667553,2020-08-10,15.1,448.0,448.0,448.0
EMD-21612,emd_21612_half_map_2.map.gz,163662425,2020-08-10,15.1,448.0,448.0,448.0
EMD-21613,emd_21613_half_map_1.map.gz,165886054,2020-08-10,17.2,448.0,448.0,448.0
EMD-21613,emd_21613_half_map_2.map.gz,165901916,2020-08-10,17.2,448.0,448.0,448.0
EMD-21614,emd_21614_half_map_1.map.gz,165757077,2020-08-10,17.9,448.0,448.0,448.0
EMD-21614,emd_21614_half_map_2.map.gz,165758876,2020-08-10,17.9,448.0,448.0,448.0
EMD-21615,emd_21615_half_map_1.map.gz,99907803,2020-08-10,8.3,300.0,300.0,300.0
EMD-21615,emd_21615_half_map_2.map.gz,99904692,2020-08-10,8.3,300.0,300.0,300.0
EMD-21616,emd_21616_half_map_1.map.gz,99795485,2020-08-10,9.1,300.0,300.0,300.0
EMD-21616,emd_21616_half_map_2.map.gz,99797028,2020-08-10,9.1,300.0,300.0,300.0
EMD-21617,emd_21617_half_map_1.map.gz,4182651,2020-08-13,8.5,112.0,112.0,112.0
EMD-21617,emd_21617_half_map_2.map.gz,4187629,2020-08-13,8.5,112.0,112.0,112.0
EMD-21619,emd_21619_half_map_1.map.gz,35618661,2020-06-25,3.0,288.0,288.0,288.0
EMD-21619,emd_21619_half_map_2.map.gz,35617284,2020-06-25,3.0,288.0,288.0,288.0
EMD-21620,emd_21620_half_map_1.map.gz,24818070,2020-06-30,3.3,288.0,288.0,288.0
EMD-21620,emd_21620_half_map_2.map.gz,24818584,2020-06-30,3.3,288.0,288.0,288.0
EMD-21621,emd_21621_half_map_1.map.gz,35622012,2020-06-29,3.6,288.0,288.0,288.0
EMD-21621,emd_21621_half_map_2.map.gz,35621876,2020-06-29,3.6,288.0,288.0,288.0
EMD-21622,emd_21622_half_map_1.map.gz,35621372,2020-06-29,3.6,288.0,288.0,288.0
EMD-21622,emd_21622_half_map_2.map.gz,35621337,2020-06-29,3.6,288.0,288.0,288.0
EMD-21623,emd_21623_half_map_1.map.gz,35620417,2020-06-29,3.7,288.0,288.0,288.0
EMD-21623,emd_21623_half_map_2.map.gz,35620177,2020-06-29,3.7,288.0,288.0,288.0
EMD-21624,emd_21624_half_map_1.map.gz,35619508,2020-06-29,3.6,288.0,288.0,288.0
EMD-21624,emd_21624_half_map_2.map.gz,35616296,2020-06-29,3.6,288.0,288.0,288.0
EMD-21625,emd_21625_half_map_1.map.gz,35624287,2020-06-29,3.7,288.0,288.0,288.0
EMD-21625,emd_21625_half_map_2.map.gz,35622167,2020-06-29,3.7,288.0,288.0,288.0
EMD-21626,emd_21626_half_map_1.map.gz,35653978,2020-06-29,3.9,288.0,288.0,288.0
EMD-21626,emd_21626_half_map_2.map.gz,35657501,2020-06-29,3.9,288.0,288.0,288.0
EMD-21627,emd_21627_half_map_1.map.gz,35625301,2020-07-02,3.7,288.0,288.0,288.0
EMD-21627,emd_21627_half_map_2.map.gz,35622187,2020-07-02,3.7,288.0,288.0,288.0
EMD-21628,emd_21628_half_map_1.map.gz,35624460,2020-06-29,3.7,288.0,288.0,288.0
EMD-21628,emd_21628_half_map_2.map.gz,35627617,2020-06-29,3.7,288.0,288.0,288.0
EMD-21629,emd_21629_half_map_1.map.gz,35626171,2020-06-29,3.8,288.0,288.0,288.0
EMD-21629,emd_21629_half_map_2.map.gz,35629340,2020-06-29,3.8,288.0,288.0,288.0
EMD-21630,emd_21630_half_map_1.map.gz,35660742,2020-06-25,4.0,288.0,288.0,288.0
EMD-21630,emd_21630_half_map_2.map.gz,35659896,2020-06-25,4.0,288.0,288.0,288.0
EMD-21631,emd_21631_half_map_1.map.gz,35674260,2020-06-25,4.2,288.0,288.0,288.0
EMD-21631,emd_21631_half_map_2.map.gz,35678395,2020-06-25,4.2,288.0,288.0,288.0
EMD-21632,emd_21632_half_map_1.map.gz,35613492,2020-06-25,3.2,288.0,288.0,288.0
EMD-21632,emd_21632_half_map_2.map.gz,35614541,2020-06-25,3.2,288.0,288.0,288.0
EMD-21633,emd_21633_half_map_1.map.gz,35583324,2020-06-25,3.0,288.0,288.0,288.0
EMD-21633,emd_21633_half_map_2.map.gz,35582553,2020-06-25,3.0,288.0,288.0,288.0
EMD-21634,emd_21634_half_map_1.map.gz,35650845,2020-06-25,3.3,288.0,288.0,288.0
EMD-21634,emd_21634_half_map_2.map.gz,35641603,2020-06-25,3.3,288.0,288.0,288.0
EMD-21635,emd_21635_half_map_1.map.gz,35636541,2020-06-25,3.3,288.0,288.0,288.0
EMD-21635,emd_21635_half_map_2.map.gz,35635175,2020-06-25,3.3,288.0,288.0,288.0
EMD-21636,emd_21636_half_map_1.map.gz,35684035,2020-06-25,4.3,288.0,288.0,288.0
EMD-21636,emd_21636_half_map_2.map.gz,35686772,2020-06-25,4.3,288.0,288.0,288.0
EMD-21637,emd_21637_half_map_1.map.gz,35696939,2020-06-30,4.0,288.0,288.0,288.0
EMD-21637,emd_21637_half_map_2.map.gz,35679240,2020-06-30,4.0,288.0,288.0,288.0
EMD-21638,emd_21638_half_map_1.map.gz,35622620,2020-06-25,3.7,288.0,288.0,288.0
EMD-21638,emd_21638_half_map_2.map.gz,35623738,2020-06-25,3.7,288.0,288.0,288.0
EMD-21639,emd_21639_half_map_1.map.gz,35615139,2020-06-29,3.6,288.0,288.0,288.0
EMD-21639,emd_21639_half_map_2.map.gz,35616042,2020-06-29,3.6,288.0,288.0,288.0
EMD-21640,emd_21640_half_map_1.map.gz,35614472,2020-06-25,3.7,288.0,288.0,288.0
EMD-21640,emd_21640_half_map_2.map.gz,35616285,2020-06-25,3.7,288.0,288.0,288.0
EMD-21641,emd_21641_half_map_1.map.gz,35619875,2020-06-30,3.6,288.0,288.0,288.0
EMD-21641,emd_21641_half_map_2.map.gz,35618552,2020-06-30,3.6,288.0,288.0,288.0
EMD-21670,emd_21670_half_map_1.map.gz,51406497,2020-10-06,6.2,240.0,240.0,240.0
EMD-21670,emd_21670_half_map_2.map.gz,51406067,2020-10-06,6.2,240.0,240.0,240.0
EMD-21671,emd_21671_half_map_1.map.gz,52304412,2020-05-18,3.4,256.0,256.0,256.0
EMD-21671,emd_21671_half_map_2.map.gz,52305976,2020-05-18,3.4,256.0,256.0,256.0
EMD-21683,emd_21683_half_map_1.map.gz,32820530,2020-08-06,4.3,220.0,220.0,220.0
EMD-21683,emd_21683_half_map_2.map.gz,32747581,2020-08-06,4.3,220.0,220.0,220.0
EMD-21686,emd_21686_half_map_1.map.gz,210252222,2020-08-25,3.2,209.0,151.0,123.0
EMD-21686,emd_21686_half_map_2.map.gz,210247192,2020-08-25,3.2,209.0,151.0,123.0
EMD-21687,emd_21687_half_map_1.map.gz,88648846,2020-08-25,3.9,288.0,288.0,288.0
EMD-21687,emd_21687_half_map_2.map.gz,88645256,2020-08-25,3.9,288.0,288.0,288.0
EMD-21695,emd_21695_half_map_1.map.gz,3212645005,2020-06-29,6.1,1280.0,1280.0,1280.0
EMD-21695,emd_21695_half_map_2.map.gz,3212726891,2020-06-29,6.1,1280.0,1280.0,1280.0
EMD-21702,emd_21702_half_map_1.map.gz,648810812,2020-06-29,9.0,768.0,768.0,768.0
EMD-21702,emd_21702_half_map_2.map.gz,648910888,2020-06-29,9.0,768.0,768.0,768.0
EMD-21707,emd_21707_half_map_1.map.gz,179275863,2021-01-25,3.5,384.0,384.0,384.0
EMD-21707,emd_21707_half_map_2.map.gz,179253563,2021-01-25,3.5,384.0,384.0,384.0
EMD-21811,emd_21811_half_map_1.map.gz,3990809,2020-11-24,3.6,256.0,256.0,256.0
EMD-21811,emd_21811_half_map_2.map.gz,3985284,2020-11-24,3.6,256.0,256.0,256.0
EMD-21824,emd_21824_half_map_1.map.gz,52106695,2021-02-01,3.8,256.0,256.0,256.0
EMD-21824,emd_21824_half_map_2.map.gz,52098463,2021-02-01,3.8,256.0,256.0,256.0
EMD-21825,emd_21825_half_map_1.map.gz,52109651,2021-02-01,3.7,256.0,256.0,256.0
EMD-21825,emd_21825_half_map_2.map.gz,52110608,2021-02-01,3.7,256.0,256.0,256.0
EMD-21826,emd_21826_half_map_1.map.gz,52086401,2021-02-01,3.9,256.0,256.0,256.0
EMD-21826,emd_21826_half_map_2.map.gz,52081329,2021-02-01,3.9,256.0,256.0,256.0
EMD-21830,emd_21830_half_map_1.map.gz,74642689,2021-02-01,3.5,288.0,288.0,288.0
EMD-21830,emd_21830_half_map_2.map.gz,74646034,2021-02-01,3.5,288.0,288.0,288.0
EMD-21856,emd_21856_half_map_1.map.gz,128821725,2020-06-15,3.1,608.0,608.0,608.0
EMD-21856,emd_21856_half_map_2.map.gz,128827961,2020-06-15,3.1,608.0,608.0,608.0
EMD-21857,emd_21857_half_map_1.map.gz,128673996,2020-06-15,3.5,608.0,608.0,608.0
EMD-21857,emd_21857_half_map_2.map.gz,128659310,2020-06-15,3.5,608.0,608.0,608.0
EMD-21858,emd_21858_half_map_1.map.gz,128765495,2020-06-15,3.2,608.0,608.0,608.0
EMD-21858,emd_21858_half_map_2.map.gz,128762108,2020-06-15,3.2,608.0,608.0,608.0
EMD-21859,emd_21859_half_map_1.map.gz,89800518,2020-09-14,2.9,300.0,300.0,300.0
EMD-21859,emd_21859_half_map_2.map.gz,89830325,2020-09-14,2.9,300.0,300.0,300.0
EMD-21860,emd_21860_half_map_1.map.gz,30645251,2020-07-28,3.54,464.0,464.0,464.0
EMD-21860,emd_21860_half_map_2.map.gz,30646028,2020-07-28,3.54,464.0,464.0,464.0
EMD-21861,emd_21861_half_map_1.map.gz,36686823,2020-07-28,3.27,464.0,464.0,464.0
EMD-21861,emd_21861_half_map_2.map.gz,36692500,2020-07-28,3.27,464.0,464.0,464.0
EMD-21862,emd_21862_half_map_1.map.gz,78066516,2020-07-28,5.1,352.0,352.0,352.0
EMD-21862,emd_21862_half_map_2.map.gz,78072747,2020-07-28,5.1,352.0,352.0,352.0
EMD-21864,emd_21864_half_map_1.map.gz,237895387,2021-01-12,3.1,400.0,400.0,400.0
EMD-21864,emd_21864_half_map_2.map.gz,237894285,2021-01-12,3.1,400.0,400.0,400.0
EMD-21865,emd_21865_half_map_1.map.gz,237187450,2021-01-12,3.7,400.0,400.0,400.0
EMD-21865,emd_21865_half_map_2.map.gz,237188553,2021-01-12,3.7,400.0,400.0,400.0
EMD-21872,emd_21872_half_map_1.map.gz,229790462,2020-05-26,2.9,416.0,416.0,416.0
EMD-21872,emd_21872_half_map_2.map.gz,229733280,2020-05-26,2.9,416.0,416.0,416.0
EMD-21873,emd_21873_half_map_1.map.gz,205207844,2020-05-26,3.1,400.0,400.0,400.0
EMD-21873,emd_21873_half_map_2.map.gz,205204777,2020-05-26,3.1,400.0,400.0,400.0
EMD-21887,emd_21887_half_map_1.map.gz,148655348,2020-05-26,3.2,360.0,360.0,360.0
EMD-21887,emd_21887_half_map_2.map.gz,148649782,2020-05-26,3.2,360.0,360.0,360.0
EMD-21888,emd_21888_half_map_1.map.gz,298992438,2020-05-26,3.1,432.0,432.0,432.0
EMD-21888,emd_21888_half_map_2.map.gz,298985775,2020-05-26,3.1,432.0,432.0,432.0
EMD-21896,emd_21896_half_map_1.map.gz,210090885,2020-08-03,3.06,384.0,384.0,384.0
EMD-21896,emd_21896_half_map_2.map.gz,210090153,2020-08-03,3.06,384.0,384.0,384.0
EMD-21902,emd_21902_half_map_1.map.gz,29609027,2020-09-10,3.09,200.0,200.0,200.0
EMD-21902,emd_21902_half_map_2.map.gz,29611166,2020-09-10,3.09,200.0,200.0,200.0
EMD-21903,emd_21903_half_map_1.map.gz,209665881,2020-09-10,3.36,384.0,384.0,384.0
EMD-21903,emd_21903_half_map_2.map.gz,209667044,2020-09-10,3.36,384.0,384.0,384.0
EMD-21904,emd_21904_half_map_1.map.gz,209573389,2020-09-10,3.16,384.0,384.0,384.0
EMD-21904,emd_21904_half_map_2.map.gz,209571218,2020-09-10,3.16,384.0,384.0,384.0
EMD-21905,emd_21905_half_map_1.map.gz,210082877,2020-09-10,3.71,384.0,384.0,384.0
EMD-21905,emd_21905_half_map_2.map.gz,210085331,2020-09-10,3.71,384.0,384.0,384.0
EMD-21919,emd_21919_half_map_1.map.gz,15244567,2020-07-30,3.6,160.0,160.0,160.0
EMD-21919,emd_21919_half_map_2.map.gz,15246242,2020-07-30,3.6,160.0,160.0,160.0
EMD-21922,emd_21922_half_map_1.map.gz,2021092,2020-05-14,3.2,101.0,56.0,96.0
EMD-21922,emd_21922_half_map_2.map.gz,2020858,2020-05-14,3.2,101.0,56.0,96.0
EMD-21923,emd_21923_half_map_1.map.gz,2020469,2020-05-14,3.3,101.0,56.0,96.0
EMD-21923,emd_21923_half_map_2.map.gz,2020284,2020-05-14,3.3,101.0,56.0,96.0
EMD-21924,emd_21924_half_map_1.map.gz,15203979,2020-05-14,2.9,160.0,160.0,160.0
EMD-21924,emd_21924_half_map_2.map.gz,15202502,2020-05-14,2.9,160.0,160.0,160.0
EMD-21928,emd_21928_half_map_1.map.gz,62058774,2020-09-05,3.15,256.0,256.0,256.0
EMD-21928,emd_21928_half_map_2.map.gz,62063589,2020-09-05,3.15,256.0,256.0,256.0
EMD-21929,emd_21929_half_map_1.map.gz,103233914,2020-06-01,3.4,320.0,320.0,320.0
EMD-21929,emd_21929_half_map_2.map.gz,103118451,2020-06-01,3.4,320.0,320.0,320.0
EMD-21930,emd_21930_half_map_1.map.gz,97808192,2020-07-27,3.2,320.0,320.0,320.0
EMD-21930,emd_21930_half_map_2.map.gz,97683996,2020-07-27,3.2,320.0,320.0,320.0
EMD-21931,emd_21931_half_map_1.map.gz,95298160,2020-07-27,3.6,320.0,320.0,320.0
EMD-21931,emd_21931_half_map_2.map.gz,95264094,2020-07-27,3.6,320.0,320.0,320.0
EMD-21951,emd_21951_half_map_1.map.gz,88145307,2020-05-13,2.0,288.0,288.0,288.0
EMD-21951,emd_21951_half_map_2.map.gz,88147821,2020-05-13,2.0,288.0,288.0,288.0
EMD-21952,emd_21952_half_map_1.map.gz,1143194,2020-08-27,21.0,128.0,128.0,128.0
EMD-21952,emd_21952_half_map_2.map.gz,1141441,2020-08-27,21.0,128.0,128.0,128.0
EMD-21954,emd_21954_half_map_1.map.gz,62240101,2020-05-14,2.9,256.0,256.0,256.0
EMD-21954,emd_21954_half_map_2.map.gz,62242039,2020-05-14,2.9,256.0,256.0,256.0
EMD-21955,emd_21955_half_map_1.map.gz,102986946,2021-01-11,3.4,320.0,320.0,320.0
EMD-21955,emd_21955_half_map_2.map.gz,103068021,2021-01-11,3.4,320.0,320.0,320.0
EMD-21956,emd_21956_half_map_1.map.gz,68153918,2021-01-11,4.3,320.0,320.0,320.0
EMD-21956,emd_21956_half_map_2.map.gz,68148723,2021-01-11,4.3,320.0,320.0,320.0
EMD-21957,emd_21957_half_map_1.map.gz,103097635,2021-01-11,3.3,320.0,320.0,320.0
EMD-21957,emd_21957_half_map_2.map.gz,103103646,2021-01-11,3.3,320.0,320.0,320.0
EMD-21972,emd_21972_half_map_1.map.gz,74864879,2020-08-06,2.3,288.0,288.0,288.0
EMD-21972,emd_21972_half_map_2.map.gz,74865535,2020-08-06,2.3,288.0,288.0,288.0
EMD-21983,emd_21983_half_map_1.map.gz,62311100,2020-06-01,3.3,256.0,256.0,256.0
EMD-21983,emd_21983_half_map_2.map.gz,62313145,2020-06-01,3.3,256.0,256.0,256.0
EMD-21992,emd_21992_half_map_1.map.gz,103340920,2020-09-03,2.1,424.0,424.0,424.0
EMD-21992,emd_21992_half_map_2.map.gz,103388907,2020-09-03,2.1,424.0,424.0,424.0
EMD-21993,emd_21993_half_map_1.map.gz,75242726,2020-09-03,2.1,288.0,288.0,288.0
EMD-21993,emd_21993_half_map_2.map.gz,75241337,2020-09-03,2.1,288.0,288.0,288.0
EMD-21994,emd_21994_half_map_1.map.gz,75361304,2020-08-31,2.5,288.0,288.0,288.0
EMD-21994,emd_21994_half_map_2.map.gz,75246851,2020-08-31,2.5,288.0,288.0,288.0
EMD-21995,emd_21995_half_map_1.map.gz,699738884,2020-06-22,1.8,800.0,800.0,800.0
EMD-21995,emd_21995_half_map_2.map.gz,695900266,2020-06-22,1.8,800.0,800.0,800.0
EMD-21997,emd_21997_half_map_1.map.gz,100409615,2020-07-22,2.7,300.0,300.0,300.0
EMD-21997,emd_21997_half_map_2.map.gz,100412520,2020-07-22,2.7,300.0,300.0,300.0
EMD-21999,emd_21999_half_map_1.map.gz,100138734,2020-09-02,3.3,300.0,300.0,300.0
EMD-21999,emd_21999_half_map_2.map.gz,100136920,2020-09-02,3.3,300.0,300.0,300.0
EMD-22000,emd_22000_half_map_1.map.gz,100279256,2020-07-22,3.6,300.0,300.0,300.0
EMD-22000,emd_22000_half_map_2.map.gz,100280169,2020-07-22,3.6,300.0,300.0,300.0
EMD-22001,emd_22001_half_map_1.map.gz,100190075,2020-07-22,3.2,300.0,300.0,300.0
EMD-22001,emd_22001_half_map_2.map.gz,100190259,2020-07-22,3.2,300.0,300.0,300.0
EMD-22017,emd_22017_half_map_1.map.gz,409391900,2021-01-05,4.7,480.0,480.0,480.0
EMD-22017,emd_22017_half_map_2.map.gz,409354202,2021-01-05,4.7,480.0,480.0,480.0
EMD-22019,emd_22019_half_map_1.map.gz,347582677,2021-01-05,4.7,480.0,480.0,480.0
EMD-22019,emd_22019_half_map_2.map.gz,347656481,2021-01-05,4.7,480.0,480.0,480.0
EMD-22031,emd_22031_half_map_1.map.gz,68562212,2020-09-02,3.12,280.0,280.0,280.0
EMD-22031,emd_22031_half_map_2.map.gz,68505784,2020-09-02,3.12,280.0,280.0,280.0
EMD-22032,emd_22032_half_map_1.map.gz,54578842,2020-09-02,2.55,260.0,260.0,260.0
EMD-22032,emd_22032_half_map_2.map.gz,54588421,2020-09-02,2.55,260.0,260.0,260.0
EMD-22033,emd_22033_half_map_1.map.gz,68409450,2020-09-02,3.5,280.0,280.0,280.0
EMD-22033,emd_22033_half_map_2.map.gz,68405217,2020-09-02,3.5,280.0,280.0,280.0
EMD-22034,emd_22034_half_map_1.map.gz,74645431,2020-09-02,3.5,288.0,288.0,288.0
EMD-22034,emd_22034_half_map_2.map.gz,74658575,2020-09-02,3.5,288.0,288.0,288.0
EMD-22035,emd_22035_half_map_1.map.gz,68444931,2020-09-02,3.3,280.0,280.0,280.0
EMD-22035,emd_22035_half_map_2.map.gz,68449377,2020-09-02,3.3,280.0,280.0,280.0
EMD-22036,emd_22036_half_map_1.map.gz,74659595,2020-09-02,2.92,288.0,288.0,288.0
EMD-22036,emd_22036_half_map_2.map.gz,74644890,2020-09-02,2.92,288.0,288.0,288.0
EMD-22037,emd_22037_half_map_1.map.gz,74590591,2020-09-02,3.23,288.0,288.0,288.0
EMD-22037,emd_22037_half_map_2.map.gz,74595733,2020-09-02,3.23,288.0,288.0,288.0
EMD-22038,emd_22038_half_map_1.map.gz,74617349,2020-09-02,2.86,288.0,288.0,288.0
EMD-22038,emd_22038_half_map_2.map.gz,74554383,2020-09-02,2.86,288.0,288.0,288.0
EMD-22048,emd_22048_half_map_1.map.gz,74762822,2020-10-14,3.6,288.0,288.0,288.0
EMD-22048,emd_22048_half_map_2.map.gz,74527020,2020-10-14,3.6,288.0,288.0,288.0
EMD-22049,emd_22049_half_map_1.map.gz,74610706,2020-10-14,4.04,288.0,288.0,288.0
EMD-22049,emd_22049_half_map_2.map.gz,74610126,2020-10-14,4.04,288.0,288.0,288.0
EMD-22052,emd_22052_half_map_1.map.gz,61731716,2020-11-22,3.35,256.0,256.0,256.0
EMD-22052,emd_22052_half_map_2.map.gz,61740097,2020-11-22,3.35,256.0,256.0,256.0
EMD-22053,emd_22053_half_map_1.map.gz,61837981,2020-11-22,2.9,256.0,256.0,256.0
EMD-22053,emd_22053_half_map_2.map.gz,61847879,2020-11-22,2.9,256.0,256.0,256.0
EMD-22056,emd_22056_half_map_1.map.gz,61859067,2020-11-22,3.0,256.0,256.0,256.0
EMD-22056,emd_22056_half_map_2.map.gz,61837071,2020-11-22,3.0,256.0,256.0,256.0
EMD-22057,emd_22057_half_map_1.map.gz,61854812,2020-11-22,3.13,256.0,256.0,256.0
EMD-22057,emd_22057_half_map_2.map.gz,61827261,2020-11-22,3.13,256.0,256.0,256.0
EMD-22058,emd_22058_half_map_1.map.gz,61869231,2020-11-22,3.13,256.0,256.0,256.0
EMD-22058,emd_22058_half_map_2.map.gz,61855762,2020-11-22,3.13,256.0,256.0,256.0
EMD-22059,emd_22059_half_map_1.map.gz,121577465,2020-11-22,12.54,320.0,320.0,320.0
EMD-22059,emd_22059_half_map_2.map.gz,121577702,2020-11-22,12.54,320.0,320.0,320.0
EMD-22060,emd_22060_half_map_1.map.gz,121446559,2020-11-22,11.51,320.0,320.0,320.0
EMD-22060,emd_22060_half_map_2.map.gz,121451356,2020-11-22,11.51,320.0,320.0,320.0
EMD-22083,emd_22083_half_map_1.map.gz,161696814,2020-08-10,2.9,352.0,352.0,352.0
EMD-22083,emd_22083_half_map_2.map.gz,161694311,2020-08-10,2.9,352.0,352.0,352.0
EMD-22085,emd_22085_half_map_1.map.gz,253585813,2020-10-06,2.8,430.0,430.0,430.0
EMD-22085,emd_22085_half_map_2.map.gz,253552951,2020-10-06,2.8,430.0,430.0,430.0
EMD-22086,emd_22086_half_map_1.map.gz,253437058,2020-10-06,2.9,430.0,430.0,430.0
EMD-22086,emd_22086_half_map_2.map.gz,253501335,2020-10-06,2.9,430.0,430.0,430.0
EMD-22091,emd_22091_half_map_1.map.gz,432136335,2020-08-27,3.9,512.0,512.0,512.0
EMD-22091,emd_22091_half_map_2.map.gz,432518960,2020-08-27,3.9,512.0,512.0,512.0
EMD-22092,emd_22092_half_map_1.map.gz,432518960,2020-08-27,3.9,512.0,512.0,512.0
EMD-22092,emd_22092_half_map_2.map.gz,432136335,2020-08-27,3.9,512.0,512.0,512.0
EMD-22093,emd_22093_half_map_1.map.gz,432301570,2020-08-27,3.8,512.0,512.0,512.0
EMD-22093,emd_22093_half_map_2.map.gz,431564510,2020-08-27,3.8,512.0,512.0,512.0
EMD-22094,emd_22094_half_map_1.map.gz,432321060,2020-09-02,2.2,512.0,512.0,512.0
EMD-22094,emd_22094_half_map_2.map.gz,432334019,2020-09-02,2.2,512.0,512.0,512.0
EMD-22095,emd_22095_half_map_1.map.gz,146878129,2020-09-02,2.9,360.0,360.0,360.0
EMD-22095,emd_22095_half_map_2.map.gz,147239952,2020-09-02,2.9,360.0,360.0,360.0
EMD-22106,emd_22106_half_map_1.map.gz,289373070,2020-06-09,2.6,448.0,448.0,448.0
EMD-22106,emd_22106_half_map_2.map.gz,289352961,2020-06-09,2.6,448.0,448.0,448.0
EMD-22108,emd_22108_half_map_1.map.gz,68888966,2020-10-26,3.1,280.0,280.0,280.0
EMD-22108,emd_22108_half_map_2.map.gz,68752846,2020-10-26,3.1,280.0,280.0,280.0
EMD-22109,emd_22109_half_map_1.map.gz,68860193,2020-10-26,3.1,280.0,280.0,280.0
EMD-22109,emd_22109_half_map_2.map.gz,68701043,2020-10-26,3.1,280.0,280.0,280.0
EMD-22110,emd_22110_half_map_1.map.gz,103182762,2020-10-26,3.2,320.0,320.0,320.0
EMD-22110,emd_22110_half_map_2.map.gz,103181775,2020-10-26,3.2,320.0,320.0,320.0
EMD-22111,emd_22111_half_map_1.map.gz,68695741,2020-10-26,3.2,280.0,280.0,280.0
EMD-22111,emd_22111_half_map_2.map.gz,68699342,2020-10-26,3.2,280.0,280.0,280.0
EMD-22112,emd_22112_half_map_1.map.gz,68623835,2020-10-26,3.5,280.0,280.0,280.0
EMD-22112,emd_22112_half_map_2.map.gz,68809999,2020-10-26,3.5,280.0,280.0,280.0
EMD-22114,emd_22114_half_map_1.map.gz,147565830,2020-12-08,3.8,360.0,360.0,360.0
EMD-22114,emd_22114_half_map_2.map.gz,147495332,2020-12-08,3.8,360.0,360.0,360.0
EMD-22117,emd_22117_half_map_1.map.gz,68460295,2020-09-21,3.88,280.0,280.0,280.0
EMD-22117,emd_22117_half_map_2.map.gz,68464576,2020-09-21,3.88,280.0,280.0,280.0
EMD-22118,emd_22118_half_map_1.map.gz,68467247,2020-09-21,3.24,280.0,280.0,280.0
EMD-22118,emd_22118_half_map_2.map.gz,68461160,2020-09-21,3.24,280.0,280.0,280.0
EMD-22119,emd_22119_half_map_1.map.gz,147596443,2020-09-21,3.96,360.0,360.0,360.0
EMD-22119,emd_22119_half_map_2.map.gz,147598262,2020-09-21,3.96,360.0,360.0,360.0
EMD-22120,emd_22120_half_map_1.map.gz,68473772,2020-09-21,3.14,280.0,280.0,280.0
EMD-22120,emd_22120_half_map_2.map.gz,68472344,2020-09-21,3.14,280.0,280.0,280.0
EMD-22123,emd_22123_half_map_1.map.gz,31058698,2020-08-31,2.8,150.0,150.0,150.0
EMD-22123,emd_22123_half_map_2.map.gz,31053053,2020-08-31,2.8,150.0,150.0,150.0
EMD-22131,emd_22131_half_map_1.map.gz,21658464,2020-08-31,3.3,134.0,134.0,134.0
EMD-22131,emd_22131_half_map_2.map.gz,21708619,2020-08-31,3.3,134.0,134.0,134.0
EMD-22145,emd_22145_half_map_1.map.gz,84760506,2020-11-26,4.3,300.0,300.0,300.0
EMD-22145,emd_22145_half_map_2.map.gz,84767899,2020-11-26,4.3,300.0,300.0,300.0
EMD-22146,emd_22146_half_map_1.map.gz,6036227,2020-08-11,5.5,240.0,240.0,240.0
EMD-22146,emd_22146_half_map_2.map.gz,6037564,2020-08-11,5.5,240.0,240.0,240.0
EMD-22156,emd_22156_half_map_1.map.gz,201777705,2020-07-14,3.25,384.0,384.0,384.0
EMD-22156,emd_22156_half_map_2.map.gz,201686989,2020-07-14,3.25,384.0,384.0,384.0
EMD-22158,emd_22158_half_map_1.map.gz,210207926,2020-06-29,4.0,384.0,384.0,384.0
EMD-22158,emd_22158_half_map_2.map.gz,210217872,2020-06-29,4.0,384.0,384.0,384.0
EMD-22159,emd_22159_half_map_1.map.gz,210430551,2020-06-29,3.9,384.0,384.0,384.0
EMD-22159,emd_22159_half_map_2.map.gz,210432910,2020-06-29,3.9,384.0,384.0,384.0
EMD-22161,emd_22161_half_map_1.map.gz,316592244,2020-08-24,3.45,440.0,440.0,440.0
EMD-22161,emd_22161_half_map_2.map.gz,316592799,2020-08-24,3.45,440.0,440.0,440.0
EMD-22162,emd_22162_half_map_1.map.gz,315654438,2020-08-24,4.0,440.0,440.0,440.0
EMD-22162,emd_22162_half_map_2.map.gz,315660800,2020-08-24,4.0,440.0,440.0,440.0
EMD-22174,emd_22174_half_map_1.map.gz,103560273,2020-09-22,3.2,320.0,320.0,320.0
EMD-22174,emd_22174_half_map_2.map.gz,103393859,2020-09-22,3.2,320.0,320.0,320.0
EMD-22182,emd_22182_half_map_1.map.gz,784643209,2020-06-25,3.8,600.0,600.0,600.0
EMD-22182,emd_22182_half_map_2.map.gz,785640547,2020-06-25,3.8,600.0,600.0,600.0
EMD-22183,emd_22183_half_map_1.map.gz,50728934,2020-06-24,3.5,256.0,256.0,256.0
EMD-22183,emd_22183_half_map_2.map.gz,50709666,2020-06-24,3.5,256.0,256.0,256.0
EMD-22196,emd_22196_half_map_1.map.gz,430539969,2020-08-31,4.2,512.0,512.0,512.0
EMD-22196,emd_22196_half_map_2.map.gz,430224983,2020-08-31,4.2,512.0,512.0,512.0
EMD-22197,emd_22197_half_map_1.map.gz,276979892,2020-08-19,2.7,512.0,512.0,512.0
